mean_slope,mean_precipitation,imperviousness,flooded,distance_to_drainage ,min_elevation,min_slope,max_slope
4.87,15.66,11,0,295.49,12,0.81,12.19
3.8,15.66,11,0,381.81,12,0.57,8.15
1.99,15.66,7,0,478.83,18,0.57,3.34
11.57,15.66,3,0,133.74,8,4.86,17.44
7.36,15.66,0,0,35.56,8,2.07,13.63
4.68,15.66,0,0,259.85,15,1.81,7.34
5.72,15.66,0,1,133.7,6,0.81,18.67
3.71,15.66,0,0,40.07,15,1.28,6.69
6.03,15.66,0,0,255.87,16,5.41,6.9
3.33,15.66,0,0,297.68,16,1.62,7.3
1.01,15.66,0,0,260.59,20,0.57,2.36
2.39,15.66,0,0,232.9,19,0.81,4.62
9.25,16.61,0,0,309.02,24,2.56,16.87
2.96,21.94,16,0,234.74,6,0.81,6.09
7.71,24.31,5,0,491.05,7,3.34,11.13
3.88,24.31,2,0,121.17,4,0.81,11.97
2.54,12.58,0,0,148.61,9,1.28,3.09
1.57,24.31,13,0,104.77,9,0,3.49
2.83,24.31,18,0,120.82,7,0.57,5.19
2.07,24.31,1,0,268.42,7,0.57,3.85
7.62,16.61,0,0,329.56,21,2.43,15.23
6.39,16.61,0,0,418.92,28,4.13,8.52
6.66,16.61,0,0,452.37,26,4.93,7.71
11.66,16.61,0,0,191.4,26,5.9,15.99
8.97,16.61,0,0,21.48,16,5.16,12.73
7.52,16.61,0,0,45.25,17,4.62,9.86
4.94,16.61,0,0,182.16,25,0.57,12.4
6.51,16.61,0,0,118.34,19,1.28,13.96
2.72,21.94,10,0,509.47,8,0.81,4.62
5.2,12.58,0,0,127.21,11,4.48,6.54
3.82,21.94,14,0,329.07,6,2.56,5.19
4.36,21.94,11,0,275.17,7,3.49,6.17
7.57,16.26,4,0,649.55,22,4.86,10.34
12.61,8.81,0,0,0,1005,2.36,24.89
6.9,8.81,0,0,0,1005,6.9,6.9
13.32,8.81,0,0,32.68,1015,4.01,19.79
12.27,8.81,0,0,313.23,1059,10.91,13.63
3.44,29.48,3,0,79.11,24,2.56,4.59
3.25,23.24,0,0,254.51,7,0.81,5.44
1.89,23.24,0,0,32.44,7,0.57,4.73
3.71,23.24,0,0,115.83,3,1.72,6.97
5.12,23.24,0,0,81.12,6,3.34,6.9
2.56,23.24,0,0,214.5,9,1.28,3.85
1.86,23.24,0,0,215.3,10,0.57,3.63
4.35,23.24,0,0,215.86,2,0.57,12.57
6.21,23.24,0,0,38.87,1,2.43,11.03
4.41,23.24,0,0,129.24,10,3.44,5.41
2.17,23.24,0,0,97.23,11,1.62,3.34
2.96,23.24,0,0,183.03,9,1.28,4.37
4.22,23.24,0,0,72.49,11,0.81,17.2
8.74,23.24,0,0,102.27,12,3.34,21.49
5.2,23.24,0,0,182.06,5,2.92,9.26
7.88,23.24,0,0,123.64,8,5.44,9.46
5.52,23.24,0,0,125.25,8,1.28,9.46
3.98,23.24,0,0,133.1,8,1.28,6.71
5.06,23.24,1,0,185.91,8,2.36,8.35
3.01,23.24,0,0,352.5,10,2.87,3.24
2.84,23.24,0,0,334.74,11,1.15,4.13
3.6,23.24,0,0,271.33,8,1.81,5.76
3.12,23.24,0,0,307.98,9,2.87,3.63
8.92,28.73,0,0,166.93,32,3.63,14.5
13.22,27.67,0,0,123.55,40,12.63,13.81
12.45,27.67,0,0,123.17,40,10.91,13.81
5.37,12.58,0,0,376.66,10,3.34,7
4.69,12.58,0,0,312.37,12,3.34,5.85
11.07,27.67,0,0,222.58,38,3.63,19.9
10.56,22.27,0,0,150.15,44,2.87,20.87
6.07,29.48,11,0,937.03,21,3.85,11.07
4.48,29.48,4,0,1029.22,16,2.92,7.18
4.17,29.48,2,0,1029.24,16,2.92,5.41
4.74,29.48,1,0,1025.69,18,1.62,6.31
4.35,12.58,0,0,69.24,10,1.15,7.96
3.36,12.58,0,0,114.44,15,2.87,3.85
20.93,12.24,0,0,880.54,96,10.57,26.51
6.37,25.7,6,0,200.97,7,5.19,7.54
6.16,25.7,11,0,625.08,15,2.36,10.01
12.07,10.38,5,0,0,568,9.17,15.05
24.5,10.38,0,0,296.06,578,21,29.82
23.7,0,0,0,100.59,719,13.38,38.57
8.95,13.25,0,0,268.84,22,1.72,16.74
22.93,0,0,0,121.23,720,16.42,29.44
14.44,0,0,0,217.77,741,14.44,14.44
28.83,0,0,0,174.79,737,18.57,41.81
4.54,18.18,2,0,13.64,7,4.37,4.62
4.59,18.18,9,0,164.09,5,0.81,7.65
6.01,18.18,4,0,64.79,4,5.65,6.54
3.49,18.18,0,0,77.24,7,2.43,5.13
5.01,18.18,16,0,25.26,4,2.36,6.97
3.73,18.18,2,0,53.4,4,2.07,6.93
4.4,18.18,60,0,204.86,5,1.15,9.07
3.74,18.18,5,0,106.19,5,2.07,5.9
2.51,18.18,16,0,77.84,8,1.28,3.34
3.46,18.18,4,0,85.88,7,2.87,4.05
4.88,18.18,0,0,14.03,7,3.67,6.69
3.09,18.18,0,0,6.55,4,0,5.73
2.88,18.18,10,0,39.46,5,1.28,5.41
4.94,18.18,21,0,171.99,5,2.43,7.65
6.64,18.18,2,0,120.2,7,4.48,8.11
4.12,18.18,6,0,213.08,5,3.09,5.13
4.53,20.71,9,0,215.01,5,1.72,6.2
4.11,23.24,0,0,322.86,9,2.36,5.85
3.98,23.24,8,0,249.52,7,2.43,5.29
3.11,18.18,3,0,66.36,12,1.28,4.13
3.88,18.18,6,0,40.02,8,1.28,6.17
4.34,18.18,0,0,54.34,9,3.09,4.93
2.9,18.18,13,0,45.64,9,0.81,5.13
3.74,18.18,8,0,55.9,6,1.28,7.54
3.3,23.24,5,0,148.86,8,2.07,4.62
5.49,23.24,16,0,103.21,5,1.15,12.16
4.77,23.24,26,0,167.63,6,1.15,7.3
4.05,23.24,6,0,190.76,8,2.87,6.41
6.66,23.24,7,0,212.23,7,6.41,6.9
4.08,23.24,16,0,236.6,5,1.28,7.3
4.97,23.24,9,0,113.66,5,2.07,10.16
20.64,0,0,0,6.41,774,13.2,30.06
17.21,0,0,0,206.92,799,10.21,21.83
7.1,0,0,0,328.96,808,4.62,9.76
4.62,0,0,0,330.13,808,4.62,4.62
12.36,0,0,0,151.26,809,5.65,24.25
1.27,21.94,11,0,389.76,9,0.57,2.07
4.4,21.94,21,0,323.11,8,1.72,6.97
20.82,8.81,0,0,484.12,1089,12.63,31.88
22.36,8.81,0,0,479.26,1089,22.36,22.36
29.25,12.24,0,0,633.33,106,19.22,43.55
3.64,23.24,0,0,644.8,13,2.56,4.17
2.69,23.24,0,0,418.16,12,1.15,4.01
2.21,23.24,2,0,406.67,12,1.28,2.92
2.68,23.24,0,0,420.84,12,2.43,2.92
14.09,8.81,0,0,0,1003,4.13,33.6
6.84,8.81,0,0,0,1001,4.62,9.07
17.6,8.81,0,0,87.91,1081,3.63,35.8
24.07,8.81,0,0,81.55,1086,24.07,24.07
13.21,8.81,0,0,0,1010,1.62,40.24
4.93,8.81,0,0,0,1014,4.93,4.93
21.13,0,0,0,443.58,1015,8.03,32.84
5.75,13.21,0,0,76.74,0,2.56,8.11
4.73,13.21,0,0,0,-1,1.28,8.9
5.16,13.21,0,0,90.84,1,5.16,5.16
6.27,13.21,0,0,88.61,0,2.56,10.91
3.45,29.48,0,0,97.65,27,0.81,5.29
3.53,28.99,4,0,5.02,25,1.72,5.41
1.72,28.99,2,0,0,25,1.72,1.72
2.81,21.94,13,0,102.1,3,1.81,4.37
16.09,15.17,0,0,0,26,6.17,24.41
2,12.58,0,0,61.8,8,0,4.05
3.22,12.58,0,0,576.4,8,0.57,6.41
3.16,12.58,0,0,597.3,9,2.07,5.13
3.46,21.94,48,0,67.75,1,0.57,7.25
11.45,8.81,0,0,255.52,1019,7.18,14.5
14.5,8.81,0,0,248.5,1021,14.5,14.5
10.39,8.81,0,0,257.32,1024,4.73,13.09
13.09,8.81,0,0,254.69,1024,13.09,13.09
13.27,8.81,0,0,0,968,2.07,20.77
15.82,8.81,0,0,17.91,980,15.01,16.63
27.26,8.81,0,0,259.63,1089,15.43,39.33
16.18,8.81,0,0,389.06,1085,15.43,16.94
19.78,8.81,0,0,80.25,991,10.91,29.28
10.91,8.81,0,0,209,1012,10.91,10.91
24.31,8.81,0,0,32.76,984,5.29,37.95
26.95,8.81,0,0,95.65,1001,26.95,26.95
15.86,8.81,0,0,11.4,1002,15.86,15.86
18.94,8.81,0,0,27.15,995,15.86,22.03
17.08,0,0,0,51.57,1011,1.62,30.86
4.13,0,0,0,73.66,1083,4.13,4.13
12.35,0,0,0,0,898,3.67,23.85
30.37,0,0,0,3.54,891,15.01,47.17
24.02,0,0,0,0,899,15.01,33.04
19.93,10.53,0,0,0,867,1.81,45.33
11.29,8.81,0,0,114.76,1090,11.29,11.29
11.71,11.76,0,0,3.94,1062,2.29,21.61
9.07,11.76,0,0,0,1065,6.54,11.61
12.52,11.76,0,0,3.94,1092,1.15,23.87
1.15,11.76,0,0,0,1092,1.15,1.15
13.17,11.76,0,0,4.45,1101,1.81,23.87
3.09,11.76,0,0,0,1101,3.09,3.09
8.22,11.76,0,0,4.44,1102,3.09,12.35
3.09,11.76,0,0,0,1102,3.09,3.09
17.35,11.76,0,0,4.42,1109,7.71,32.15
6.68,11.76,0,0,0,1108,5.65,7.71
18.81,14.01,0,0,417.76,1122,1.15,31.72
10.16,16.26,0,0,412.72,1122,7.45,13.24
14.16,16.26,0,0,4.38,1112,4.73,24.68
7.59,16.26,0,0,0,1117,5.99,9.19
3.76,11.76,0,0,5.39,1098,3.34,4.17
3.81,11.76,0,0,0,1097,3.44,4.17
3.09,18.26,0,0,12.46,37,0.57,5.29
6.95,27.67,0,0,367.77,44,3.85,9.73
22.53,8.3,0,0,466.6,918,22.53,22.53
11.84,8.3,0,0,478.52,901,3.63,22.53
6.16,27.67,0,0,49.77,35,2.29,11.01
6.56,27.67,0,0,33.2,35,4.37,8.75
6.12,27.67,0,0,49.77,35,5.19,7.96
7.77,18.62,85,0,0,6,0.57,26.95
3.96,29.48,1,0,853.27,23,0.57,7.96
1.1,29.48,2,0,877.58,25,0.57,1.62
4.78,29.48,4,0,623.29,24,0.81,9.19
2.87,12.58,0,0,275.14,7,0.57,4.62
3.4,12.58,0,0,540.9,5,2.36,5.73
4.67,21.94,34,0,120.06,1,0.81,8.52
26.94,16.36,0,0,542.27,1423,18.29,37.38
28.87,16.36,0,0,489.75,1414,20.27,34.98
27.87,16.36,0,0,354.52,1395,23.53,34.98
24.61,16.36,0,0,480.21,1420,20.27,30.6
31.78,16.36,0,0,435.47,1420,30.08,35.2
4.1,23.24,0,0,116.66,5,1.28,7.3
4.08,23.24,0,0,100.43,5,1.15,7.25
4.67,23.24,0,0,89.12,5,1.28,7.25
4.53,23.24,0,0,196.27,3,0.57,8.6
6.31,23.24,0,0,71.02,1,2.92,9.49
4.23,23.24,0,0,125.25,5,0.81,6.09
4.09,23.24,0,0,34.84,7,0.81,7.3
4.11,23.24,0,0,187.58,6,4.05,4.13
4.19,23.24,0,0,115.95,7,1.28,6.97
3.92,23.24,0,0,102.16,8,2.29,5.41
2.45,23.24,0,0,168.71,10,1.15,3.34
3.3,23.24,0,0,188.79,10,1.15,6.69
12.03,23.24,0,0,103.93,5,10.16,13.59
4.29,23.24,0,0,130.66,4,1.15,9.33
2.56,23.24,0,0,98.68,6,2.43,2.92
3.68,23.24,0,0,93.28,8,2.92,4.62
4.22,23.24,0,0,130.66,4,0.57,7.3
2.34,23.24,0,0,170.37,5,0.57,4.86
4.6,23.24,0,0,199,6,4.59,4.62
2.45,23.24,0,0,252.74,7,1.81,3.09
3.56,23.24,0,0,153.99,11,1.62,5.85
3.1,23.24,0,0,70.82,12,1.62,4.17
4.17,23.24,0,0,146.57,12,4.17,4.17
3.98,23.24,0,0,314.88,10,3.63,4.17
4.06,23.24,0,0,172.88,8,2.29,7.18
3.76,23.24,0,0,150.06,9,1.81,7.18
2.95,23.24,0,0,234.04,9,2.07,4.01
4.47,23.24,0,0,326.31,8,4.05,4.73
2.86,23.24,1,0,216.79,13,1.81,3.85
3.11,23.24,2,0,270.62,8,0,6.2
3.24,23.24,0,0,254.1,8,2.43,3.67
4.2,23.24,0,0,306.14,11,3.34,5.76
4.31,23.24,0,0,269.71,8,2.07,5.68
2.76,23.24,1,0,173.67,10,1.28,5.68
2.15,23.24,0,0,139.23,10,1.28,3.34
1.55,23.24,0,0,208.68,10,1.28,1.81
3.16,23.24,11,0,248.23,9,0,5.65
3.34,23.24,6,0,323.85,8,1.28,4.93
3.5,23.24,1,0,325.69,11,2.07,4.93
4.66,23.24,7,0,216.1,9,1.81,7.71
3.6,23.24,8,0,270.37,10,0.57,7.48
3.04,23.24,22,0,96.2,9,0.57,13.78
2.12,23.24,4,0,172.2,11,1.81,2.43
13.38,23.24,3,0,67.9,2,12.97,13.78
5.97,23.24,2,0,82.84,8,3.85,8.62
5.84,23.24,1,0,146.65,9,5.13,6.2
2.31,23.24,4,0,230.78,11,1.28,3.34
3.38,23.24,0,0,173.39,11,2.92,3.85
6.43,23.24,2,0,53.23,10,5.76,7.09
6.03,23.24,22,0,122.96,10,3.34,8.35
8.29,23.24,0,0,79.98,10,2.87,15.27
1.16,23.24,1,0,198.93,14,0.57,1.62
2.45,23.24,1,0,182.21,14,1.28,3.63
2.74,23.24,4,0,168.39,13,2.56,2.92
3.1,23.24,7,0,134.91,10,1.28,4.17
3.7,23.24,3,0,131.11,10,2.92,4.17
2.34,23.24,0,0,101.85,13,1.81,2.92
5.09,23.24,0,0,71.98,11,2.87,8.92
3.08,23.24,0,0,39.63,11,2.07,4.05
2.91,23.24,2,0,88.91,9,0.81,6.9
3.72,23.24,0,0,47.39,9,2.36,4.73
2.02,23.24,0,0,45.81,11,0.81,4.37
1.28,23.24,0,0,60.41,12,1.28,1.28
2.2,23.24,4,0,53.29,11,1.62,3.63
3.31,23.24,0,0,58.54,11,2.07,4.93
7.21,23.24,5,0,102.28,10,4.17,10.26
5.59,23.24,0,0,314.48,10,4.62,6.69
8.28,23.24,0,0,54.22,6,5.13,11.42
4.97,17.11,16,0,99.67,15,2.07,7.3
6.24,17.11,4,0,99.67,18,5.29,7.25
5.09,17.11,3,0,170.68,19,3.09,7.09
8.7,17.11,12,0,179.08,15,2.07,12.93
11.45,17.11,9,0,154.38,22,8.75,15.01
5.51,17.11,3,0,180.58,21,1.62,9.17
7.82,19.59,0,0,730.67,39,2.29,11.07
9.97,16.26,2,0,75.99,9,1.28,16.3
6.04,16.26,7,0,80.64,5,3.34,7.96
7.35,17.11,0,0,222.11,24,2.92,13.2
12.49,17.11,0,0,141.66,22,7,16.67
7.6,12.58,0,0,79.63,2,1.72,20.27
5.41,12.58,0,0,184.75,10,3.49,7.8
14.69,8.81,0,0,166.19,1075,6.9,25.6
25.6,8.81,0,0,386.58,1107,25.6,25.6
14.32,8.81,0,0,0.99,1034,6.17,25.45
20.46,8.81,0,0,0,1035,20.46,20.46
29,8.81,0,0,2.54,1037,13.38,55.52
25.45,8.81,0,0,0,1039,25.45,25.45
23.01,9.46,20,0,4.48,859,2.36,54.97
13.81,8.81,0,0,160.69,1035,13.81,13.81
12.93,8.81,0,0,4.11,1060,9.33,17.2
10.14,8.81,0,0,0,1064,9.33,10.95
15.83,8.81,0,0,0,1007,1.15,37.38
23.95,8.81,0,0,0,1055,23.95,23.95
4.37,12.58,0,0,72.48,9,0,9.86
4.77,17.11,0,0,151.52,22,3.49,6.54
3.65,17.11,0,0,193.57,23,2.92,4.93
2.75,17.11,0,0,225.86,25,2.07,3.44
3.95,17.11,0,0,340.64,30,2.92,5.85
6.76,17.11,0,0,275.37,26,4.48,11.07
11.43,17.11,0,0,469.46,16,6.41,16.06
13.2,17.11,0,0,349.11,26,11.54,15.14
8.56,17.11,0,0,68.25,19,2.29,17.8
7.1,17.11,0,0,132.05,21,1.15,13.78
40.18,0,0,0,39.67,895,27.62,57.25
29,0,0,0,48.86,897,27.62,30.39
8.95,17.11,0,0,31.96,13,2.87,13.96
9.26,17.11,0,0,87.46,14,3.09,13.2
5.07,17.11,0,0,0,19,0.57,11.61
12.72,0,0,0,280.69,804,9.9,15.05
13.84,0,0,0,302.81,815,7.48,20.2
21.67,0,0,0,263.55,820,21.67,21.67
16.22,0,0,0,304.74,785,6.93,27.04
20.13,0,0,0,304.15,803,10.88,27.19
1.37,29.48,0,0,96.72,31,0.57,1.81
14.91,6.13,0,0,0,863,3.63,31.57
20.5,0,0,0,16.32,883,18.52,22.48
20.32,0,0,0,11.31,994,6.54,31.84
24.39,0,0,0,26.44,1035,24.39,24.39
11.92,12.25,0,0,0,840,1.28,26.85
4.93,12.25,0,0,7.69,863,4.93,4.93
12.52,0,0,0,171.74,990,1.28,23.87
12.88,0,0,0,164.31,990,12.88,12.88
12.58,0,0,0,0,965,4.48,20.92
12.67,0,0,0,111.53,983,12.67,12.67
10.89,0,0,0,0,981,1.15,21
14.53,0,0,0,15.94,985,13.63,15.44
14.62,12.79,0,0,23.84,994,1.28,39.19
6.78,17.11,1,0,77.46,23,5.29,8.52
7.12,17.11,0,0,70.06,26,5.73,8.96
5.82,17.11,0,0,2.78,25,0.81,8.11
5.21,17.11,0,0,2.67,24,4.01,6.41
9.72,17.11,0,0,70.94,21,2.56,19.09
9.32,17.11,0,0,138.91,24,2.87,14.33
6.78,17.11,0,0,245.43,21,0.57,15.05
10.52,17.11,4,0,257.19,25,5.73,15.05
20.25,0,0,0,13.87,788,10.88,28.23
18.51,0,0,0,0,972,7.34,34.64
11.07,0,0,0,91.06,995,11.07,11.07
32.72,12.24,0,0,705.01,112,26,42.57
19.77,21.16,0,0,339.69,764,1.28,37.84
2.96,12.58,0,0,460.8,9,1.28,4.48
2.15,13.21,0,0,196.86,9,1.28,3.09
9.15,19.3,4,0,73.13,17,3.24,14.88
2.45,25.06,23,0,305.09,8,1.28,4.37
6.17,19.3,4,0,5.27,17,1.81,10.82
10.35,19.3,2,0,4.85,10,4.62,15.97
16.34,32.34,0,0,435.15,39,12.69,20.84
8.54,32.34,0,0,395.62,34,4.17,12.69
3.75,21.94,9,0,289.13,4,1.15,9.24
8.93,15.7,0,0,11.67,34,1.28,18.46
7.24,28.73,0,0,67.31,47,2.56,11.31
23.1,0,0,0,98.65,567,13.59,28.81
28.62,0,0,0,167.08,580,22.15,34.08
29.43,0,0,0,159.59,588,18.43,40.43
9.91,16.26,0,0,40.22,1204,2.43,24.2
4.48,16.26,0,0,109.3,1225,2.43,6.54
11.34,11.76,0,0,4.51,1105,4.05,17.25
4.05,11.76,0,0,0,1105,4.05,4.05
7,11.76,0,0,1.64,1100,3.67,10.34
5.66,11.76,0,0,0,1099,3.67,7.65
13.79,11.76,0,0,4.43,1096,2.56,24.71
8.35,11.76,0,0,0,1097,8.35,8.35
16.45,11.76,0,0,2.05,1095,8.11,27.67
15.27,11.76,0,0,0,1100,15.27,15.27
7.14,14.01,0,0,4.29,1099,0,22.37
12.63,11.76,0,0,0,1099,12.63,12.63
19.64,18.13,0,0,4.47,1067,0.57,51.65
6.95,11.76,0,0,0,1091,1.28,12.63
12.61,11.76,0,0,4.47,1095,5.19,23.14
10.07,11.76,0,0,0,1094,9.19,10.95
17.67,11.76,0,0,2.54,1087,2.92,27.06
9.49,11.76,0,0,0,1087,9.49,9.49
7.1,18.13,0,0,4.46,1086,0,21.21
3.58,11.76,0,0,0,1085,1.72,5.44
8.55,11.76,0,0,8.75,1083,1.28,14.59
3.09,11.76,0,0,0,1083,1.28,4.9
6.59,15.17,0,0,18.52,26,1.62,16.78
10.77,15.17,0,0,0,37,2.07,21.83
3.9,15.17,0,0,374.55,58,2.07,6.2
7.29,15.17,0,0,208.01,40,1.28,14.62
5.95,15.17,0,0,0,26,0.81,11.29
15.41,18.86,0,0,31.77,915,2.36,26.43
8.72,18.86,0,0,40.94,911,0.57,12.05
10.96,18.86,0,0,131.11,918,3.09,19.7
9.07,18.86,0,0,124.88,919,9.07,9.07
16.2,18.86,0,0,6.57,921,5.76,23.11
8.82,15.17,0,0,3.51,34,1.28,14.33
5.76,12.58,0,0,217.06,12,2.87,8.52
2.76,12.58,0,0,127.89,9,0.81,4.17
2.88,12.58,0,0,268.35,10,0.57,5.44
42.13,12.24,0,0,819.87,139,40.28,43.55
3.74,12.58,0,0,221.77,9,0.81,7.48
2.9,23.24,0,0,68.93,11,2.87,2.92
2.24,23.24,5,0,143.14,8,0,5.19
3.85,23.24,0,0,95.37,9,3.85,3.85
2.89,23.24,0,0,98.91,8,2.29,4.01
4.66,23.24,0,0,167.32,7,3.49,6.69
7.15,23.24,4,0,35.39,6,1.81,16.19
5.49,23.24,0,0,126.55,9,3.09,9.24
4.3,23.24,4,0,113.13,11,2.43,7.54
6.65,23.24,0,0,79.01,10,5.85,7.45
1.99,23.24,0,0,167.34,10,0.81,2.87
1.42,23.24,0,0,178.76,10,0.81,2.29
2.95,23.24,0,0,228.14,7,1.28,4.48
5.21,23.24,0,0,98.46,8,4.59,5.85
1.86,23.24,0,0,144.02,8,0,4.37
4.21,23.24,0,0,157.84,10,4.05,4.37
3.17,23.24,0,0,173.7,7,0.81,8.62
3.21,23.24,0,0,293.44,8,1.81,4.48
1.61,23.24,0,0,311.6,10,1.15,2.29
2.47,23.24,0,0,315.87,9,0.81,3.34
3.26,23.24,0,0,204.28,6,2.43,4.48
2.15,23.24,0,0,305.81,9,1.15,5.13
3.72,23.24,0,0,436.45,9,1.72,5.73
2.81,23.24,0,0,534.67,8,2.36,3.49
7.18,23.24,0,0,425.35,4,1.62,11.03
5.77,23.24,0,0,433.77,7,3.49,10.21
2.64,23.24,0,0,131.73,6,1.28,4.05
1.15,23.24,0,0,106.5,8,0.57,1.72
4.43,23.24,0,0,100.8,7,3.49,4.9
4.67,23.24,0,0,59.4,4,4.01,5.44
5.66,23.24,0,0,80.05,6,4.73,6.97
1.73,23.24,0,0,276.9,10,1.28,2.29
2.17,23.24,0,0,150.3,8,1.62,3.09
2.34,23.24,0,0,138.02,8,1.81,2.87
3.71,23.24,0,0,48.95,6,1.28,5.76
6.15,23.24,0,0,45.81,1,3.49,9.61
7.47,23.24,0,0,59.86,2,1.72,13.3
2.32,23.24,0,0,80.61,6,1.72,2.92
2,22.86,0,1,38.8,0,0,10.14
0,23.24,0,1,17.31,0,0,0
0.96,22.86,0,1,30.19,0,0,18.36
1.7,22.86,0,1,62.08,0,0,7.54
3.45,22.86,0,1,183.83,0,0,16.22
0,23.24,0,1,36.77,0,0,0
0,23.24,0,1,25.89,0,0,0
0,23.24,0,1,39.96,0,0,0
2.13,23.24,0,1,38.48,0,0,12.09
0,23.24,0,1,250,0,0,0
0,23.24,0,1,7.24,0,0,0
0,23.24,0,1,37.8,0,0,0
0,23.24,0,1,10.97,0,0,0
0,23.24,0,1,13.4,0,0,0
0,23.24,0,1,132.05,0,0,0
0,23.24,0,1,8.02,0,0,0
0.61,22.86,0,1,5.96,0,0,10.71
0,22.48,0,1,17.93,0,0,0
0,22.86,0,1,20.69,0,0,0
0,23.24,0,1,12.42,0,0,0
0,23.24,0,1,16.99,0,0,0
0,23.24,0,1,14.9,0,0,0
19.17,0,0,0,11.94,774,11.31,30.06
3.69,21.94,12,0,278.08,2,1.62,7.45
4.83,21.94,7,0,5.13,1,3.09,5.73
3.14,21.94,6,0,10.4,2,2.29,4.05
3.95,21.94,19,0,21.65,2,2.29,5.73
3.39,21.94,9,0,9.26,2,2.36,4.48
3.84,21.94,6,0,10.73,3,3.63,4.05
4.61,21.94,5,0,6.71,2,3.63,5.73
3.08,21.94,34,0,4.41,2,0.81,5.73
9.91,15.17,0,0,154.89,39,3.63,18.13
8.04,15.17,0,0,77.78,37,1.28,16.24
6.14,15.17,0,0,77.78,29,0.57,10.77
6.75,21.94,25,0,251.38,4,0.57,11.47
3.43,21.94,27,0,217.82,2,0.81,9.07
4.01,21.94,4,0,222.29,3,2.36,5.65
9.74,21.94,8,0,222.28,3,9.07,11.03
30.93,5.19,0,0,184.41,832,25.15,34.77
11.24,10.38,0,0,122.72,823,5.16,22.83
23.3,12.79,0,0,4.36,939,5.44,44.97
8.76,12.79,0,0,4.35,939,3.85,14.38
13.35,12.79,0,0,0,939,9.24,16.43
21.46,10.38,0,0,136.58,802,8.9,34.35
14.72,15.17,0,0,38.28,28,5.29,25.8
8.03,15.17,0,0,138.91,36,6.41,9.07
4.4,15.17,0,0,198.79,36,1.28,7.18
13.61,15.17,0,0,0,29,1.72,21.79
8.71,15.17,0,0,18.22,39,1.81,15.01
8.97,12.79,0,0,271.57,1010,5.44,14.59
7.32,12.79,0,0,305.92,1012,6.93,7.71
16.18,17.11,0,0,91.54,19,8.96,24
7.14,17.11,6,0,125.74,22,3.09,8.75
3.94,17.11,7,0,148.35,25,2.87,5.65
9.68,17.11,45,0,148.42,18,1.81,15.01
7,17.11,0,0,217.6,30,2.36,10.01
4.16,21.94,10,0,721.88,7,2.36,6.33
6.91,21.94,7,0,210.62,3,3.09,11.47
2.86,21.94,10,0,491.67,8,0.57,4.17
6.71,21.94,6,0,228.9,5,5.13,7.54
2.34,16.78,22,0,213.3,6,1.62,3.34
2.97,21.94,11,0,263.49,7,0.81,5.65
4.52,21.94,6,0,247.91,6,3.24,5.65
4.46,21.94,17,0,287.62,6,3.34,5.73
4.58,15.17,0,0,76.46,39,0.81,8.73
4.4,16.52,0,0,22.7,22,1.62,9.73
9.89,16.52,0,0,11.72,17,3.09,18.43
8.72,16.52,0,0,0,18,7.71,9.73
22.84,16.52,0,0,125.43,30,18.43,26
10.79,16.52,0,0,125.43,30,1.15,18.43
9.67,13.36,0,0,53.35,100,7.54,10.95
36.76,10.38,0,0,359.23,905,26.15,52.43
13.4,10.38,0,0,564.71,926,6.54,19.27
35.55,10.38,0,0,506.27,941,28.19,41.89
33.87,10.38,0,0,686.4,930,33.87,33.87
18.01,10.38,0,0,657.18,935,3.09,29.07
17.35,10.38,0,0,681.6,907,4.9,30.39
25.79,10.38,0,0,648.08,880,10.66,33.4
8.06,15.64,0,0,526.51,31,2.92,17.59
7.14,16.37,0,0,247.35,24,1.28,13.87
6.68,17.11,0,0,466.35,24,1.28,13.78
10,15.64,0,0,241.29,15,3.49,17.7
6.83,15.64,0,0,223.32,23,4.73,10.34
9.55,15.64,0,0,129.01,23,2.56,15.27
10.98,15.64,0,0,266.7,30,10.57,11.38
8.43,15.64,0,0,149.53,27,3.34,14.37
10.75,15.64,0,0,147.04,23,1.62,26.11
8.94,15.64,0,0,54.04,20,1.72,16.72
8.22,15.64,0,0,295.18,26,2.43,13.07
16.1,10.38,0,0,149.07,876,3.85,23.62
18.51,10.38,0,0,22.92,877,15.14,21.83
46.27,10.38,0,0,9.32,886,27.92,53.76
8.46,17.11,0,0,143.89,21,4.05,12.16
7.43,17.11,0,0,163.61,18,2.92,13.2
4.41,17.11,0,0,88.27,24,3.34,5.76
8.26,17.11,0,0,157.69,30,4.13,12.63
8.28,17.11,0,0,215.15,26,6.54,10.03
12.13,18.09,5,0,741.83,37,7.65,16.78
15.23,18.09,0,0,862.68,75,9.54,19.77
6.48,18.36,35,0,4.19,20,0.57,15.15
10.78,18.63,0,0,87.16,28,7.34,13.81
8.85,18.63,0,0,32.32,32,0.57,21.49
9.15,18.09,0,0,204,26,3.63,15.15
5.95,18.09,0,0,413.13,43,0.57,10.21
4.89,18.09,0,0,642.42,33,0.57,16.72
10.4,18.09,16,0,922.3,26,3.85,13.63
9.1,17.11,0,0,0,18,2.07,14.59
7.88,28.73,0,0,22.72,35,1.28,13.1
11.6,27.67,0,0,225.89,49,3.49,19.9
14.38,27.67,0,0,189.25,49,11.42,19.9
8.3,27.67,0,0,246.25,51,3.49,12.05
10.8,27.67,0,0,314.6,44,7.8,13.96
10.32,27.67,0,0,367.99,48,7.8,13.3
